time,V(vin),V(vout)
3.372940185855199e-003,1.000000e+000,-1.590375e-003
3.379776123355198e-003,1.000000e+000,-1.436883e-003
3.386612060855198e-003,1.000000e+000,-1.277795e-003
3.393447998355198e-003,1.000000e+000,-1.113109e-003
3.400283935855197e-003,1.000000e+000,-9.428257e-004
3.407119873355197e-003,1.000000e+000,-7.669453e-004
3.413955810855197e-003,1.000000e+000,-5.854677e-004
3.417373779605196e-003,1.000000e+000,-4.961843e-004
3.424209717105196e-003,1.000000e+000,-3.147432e-004
3.431045654605196e-003,1.000000e+000,-1.378980e-004
3.437881592105195e-003,1.000000e+000,3.435100e-005
3.444717529605195e-003,1.000000e+000,2.020040e-004
3.451553467105195e-003,1.000000e+000,3.650609e-004
3.458389404605195e-003,1.000000e+000,5.235217e-004
3.465225342105194e-003,1.000000e+000,6.773865e-004
3.470192173813381e-003,1.000000e+000,7.824860e-004
3.475159005521567e-003,1.000000e+000,8.820379e-004
3.480125837229754e-003,1.000000e+000,9.760423e-004
3.485092668937940e-003,1.000000e+000,1.064499e-003
3.490059500646127e-003,1.000000e+000,1.147408e-003
3.495026332354313e-003,1.000000e+000,1.224770e-003
3.499993164062500e-003,1.000000e+000,1.296584e-003
3.499996582031250e-003,1.000000e+000,1.296630e-003
3.500000000000000e-003,1.000000e+000,1.296677e-003
